ID	code	name	Type	Domain	Order	Genus	Speices
T00005	sce	Saccharomyces cerevisiae (budding yeast)	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Saccharomyces cerevisiae
T08138	seub	Saccharomyces eubayanus	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Saccharomyces eubayanus
T08193	spao	Saccharomyces paradoxus	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Saccharomyces paradoxus
T00167	ago	Eremothecium gossypii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Eremothecium gossypii
T02237	erc	Eremothecium cymbalariae	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Eremothecium cymbalariae
T01025	kla	Kluyveromyces lactis	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Kluyveromyces lactis
T05269	kmx	Kluyveromyces marxianus	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Kluyveromyces marxianus
T01117	lth	Lachancea thermotolerans	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Lachancea thermotolerans
T01049	vpo	Vanderwaltozyma polyspora	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Vanderwaltozyma polyspora
T01118	zro	Zygosaccharomyces rouxii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Zygosaccharomyces rouxii
T01024	cgr	Nakaseomyces glabratus	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Nakaseomyces glabratus
T02233	ncs	Naumovozyma castellii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Naumovozyma castellii
T02234	ndi	Naumovozyma dairenensis	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Naumovozyma dairenensis
T02235	tpf	Tetrapisispora phaffii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Tetrapisispora phaffii
T02489	tbl	Henningerozyma blattae	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Henningerozyma blattae
T06981	tgb	Torulaspora globosa	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Torulaspora globosa
T02236	tdl	Torulaspora delbrueckii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Torulaspora delbrueckii
T02487	kaf	Kazachstania africana	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Kazachstania africana
T08174	kng	Huiozyma naganishii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Huiozyma naganishii
T06976	zmk	Zygotorulaspora mrakii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Zygotorulaspora mrakii
T08289	slud	Saccharomycodes ludwigii	Eukaryotes	Fungi	Ascomycetes	Saccharomycetes	Saccharomycodes ludwigii
T01026	dha	Debaryomyces hansenii	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Debaryomyces hansenii
T01023	pic	Scheffersomyces stipitis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Scheffersomyces stipitis
T01150	pgu	Meyerozyma guilliermondii	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Meyerozyma guilliermondii
T03101	spaa	Spathaspora passalidarum	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Spathaspora passalidarum
T01116	lel	Lodderomyces elongisporus	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Lodderomyces elongisporus
T10315	lbg	Lodderomyces beijingensis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Lodderomyces beijingensis
T00189	cal	Candida albicans	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Candida albicans
T01115	ctp	Candida tropicalis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Candida tropicalis
T02488	cot	Candida orthopsilosis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Candida orthopsilosis
T01140	cdu	Candida dubliniensis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Candida dubliniensis
T03099	cten	Yamadazyma tenuis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Yamadazyma tenuis
T01149	clu	Clavispora lusitaniae ATCC 42720	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Clavispora lusitaniae
T05147	clus	Clavispora lusitaniae CBS 6936	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Clavispora lusitaniae
T04850	caur	Candidozyma auris	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Candidozyma auris
T10743	asau	Australozyma saopauloensis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Australozyma saopauloensis
T01092	ppa	Komagataella phaffii	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Komagataella phaffii
T06133	pkz	Pichia kudriavzevii	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Pichia kudriavzevii
T07002	bnn	Brettanomyces nanus	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Brettanomyces nanus
T07183	bbrx	Brettanomyces bruxellensis	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Brettanomyces bruxellensis
T08137	opa	Ogataea parapolymorpha	Eukaryotes	Fungi	Ascomycetes	Pichiomycetes	Ogataea parapolymorpha
T01033	yli	Yarrowia lipolytica	Eukaryotes	Fungi	Ascomycetes	Dipodascomycetes	Yarrowia lipolytica
T05270	slb	Sugiyamaella lignohabitans	Eukaryotes	Fungi	Ascomycetes	Dipodascomycetes	Sugiyamaella lignohabitans
T01034	ncr	Neurospora crassa	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Neurospora crassa
T03451	nte	Neurospora tetrasperma	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Neurospora tetrasperma
T01610	smp	Sordaria macrospora	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Sordaria macrospora
T01048	pan	Podospora anserina	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Podospora anserina
T09795	pbel	Podospora bellae-mahoneyi	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Podospora bellae-mahoneyi
T09797	ppsd	Podospora pseudocomata	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Podospora pseudocomata
T09815	ppsp	Podospora pseudopauciseta	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Podospora pseudopauciseta
T09816	ppsa	Podospora pseudoanserina	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Podospora pseudoanserina
T02228	ttt	Thermothielavioides terrestris	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Thermothielavioides terrestris
T02231	mtm	Thermothelomyces thermophilus	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Thermothelomyces thermophilus
T03100	cthr	Thermochaetoides thermophila	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Thermochaetoides thermophila
T10833	rthe	Remersonia thermophila	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Remersonia thermophila
T01027	mgr	Pyricularia oryzae	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Pyricularia oryzae
T08194	ppei	Pyricularia pennisetigena	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Pyricularia pennisetigena
T09406	pgri	Pyricularia grisea	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Pyricularia grisea
T03102	tmn	Phaeoacremonium minimum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Phaeoacremonium minimum
T05555	ssck	Sporothrix schenckii	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Sporothrix schenckii
T01038	fgr	Fusarium graminearum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium graminearum
T03456	fpu	Fusarium pseudograminearum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium pseudograminearum
T09519	fpoa	Fusarium poae	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium poae
T09539	fvn	Fusarium venenatum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium venenatum
T04869	fvr	Fusarium verticillioides	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium verticillioides
T04882	fox	Fusarium oxysporum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium oxysporum
T01612	nhe	Fusarium vanettenii	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium vanettenii
T09198	ffc	Fusarium falciforme	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium falciforme
T09757	fkr	Fusarium keratoplasticum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium keratoplasticum
T09538	fmu	Fusarium musae	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Fusarium musae
T02991	tre	Trichoderma reesei QM6a	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Trichoderma reesei
T06031	trr	Trichoderma reesei RUT C-30	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Trichoderma reesei
T10217	tatv	Trichoderma atroviride	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Trichoderma atroviride
T10296	tasp	Trichoderma asperellum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Trichoderma asperellum
T03104	maw	Metarhizium acridum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Metarhizium acridum
T03107	maj	Metarhizium robertsii	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Metarhizium robertsii
T10216	mbrn	Metarhizium brunneum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Metarhizium brunneum
T09407	pchm	Pochonia chlamydosporia	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Pochonia chlamydosporia
T03108	cmt	Cordyceps militaris	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Cordyceps militaris
T09501	amus	Akanthomyces muscarius	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Akanthomyces muscarius
T05029	plj	Purpureocillium lilacinum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Purpureocillium lilacinum
T08929	ptkz	Purpureocillium takamizusanense	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Purpureocillium takamizusanense
T02227	val	Verticillium alfalfae	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Verticillium alfalfae
T03450	vda	Verticillium dahliae	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Verticillium dahliae
T04796	cfj	Colletotrichum fioriniae	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Colletotrichum fioriniae
T08561	clup	Colletotrichum lupini	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Colletotrichum lupini
T08176	chig	Colletotrichum higginsianum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Colletotrichum higginsianum
T10409	cdet	Colletotrichum destructivum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Colletotrichum destructivum
T06367	sapo	Scedosporium apiospermum	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Scedosporium apiospermum
T03103	ela	Eutypa lata	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Eutypa lata
T04924	pfy	Pestalotiopsis fici	Eukaryotes	Fungi	Ascomycetes	Sordariomycetes	Pestalotiopsis fici
T01071	ssl	Sclerotinia sclerotiorum	Eukaryotes	Fungi	Ascomycetes	Leotiomycetes	Sclerotinia sclerotiorum
T01072	bfu	Botrytis cinerea (gray mold)	Eukaryotes	Fungi	Ascomycetes	Leotiomycetes	Botrytis cinerea
T03105	mbe	Drepanopeziza brunnea	Eukaryotes	Fungi	Ascomycetes	Leotiomycetes	Drepanopeziza brunnea
T04865	psco	Mollisia scopiformis	Eukaryotes	Fungi	Ascomycetes	Leotiomycetes	Mollisia scopiformis
T04883	glz	Glarea lozoyensis	Eukaryotes	Fungi	Ascomycetes	Leotiomycetes	Glarea lozoyensis
T01016	ani	Aspergillus nidulans	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus nidulans
T01017	afm	Aspergillus fumigatus	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus fumigatus
T01148	act	Aspergillus clavatus	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus clavatus
T01070	nfi	Aspergillus fischeri	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus fischeri
T01018	aor	Aspergillus oryzae	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus oryzae
T01030	ang	Aspergillus niger (black aspergilli)	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus niger
T01090	afv	Aspergillus flavus	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus flavus
T08060	aluc	Aspergillus luchuensis	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus luchuensis
T08080	ache	Aspergillus chevalieri	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus chevalieri
T08081	apuu	Aspergillus puulaauensis	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Aspergillus puulaauensis
T01091	pcs	Penicillium rubens	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Penicillium rubens
T04849	pdp	Penicillium digitatum	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Penicillium digitatum
T09521	pou	Penicillium oxalicum	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Penicillium oxalicum
T06392	tmf	Talaromyces marneffei	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Talaromyces marneffei
T06879	trg	Talaromyces rugulosus	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Talaromyces rugulosus
T01114	cim	Coccidioides immitis	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Coccidioides immitis
T01332	cpw	Coccidioides posadasii	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Coccidioides posadasii
T01132	ure	Uncinocarpus reesii	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Uncinocarpus reesii
T01611	abe	Trichophyton benhamiae	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Trichophyton benhamiae
T01615	tve	Trichophyton verrucosum	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Trichophyton verrucosum
T02230	pbl	Paracoccidioides lutzii Pb01	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Paracoccidioides lutzii
T03549	pbn	Paracoccidioides brasiliensis	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Paracoccidioides brasiliensis
T02229	aje	Histoplasma mississippiense	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Histoplasma mississippiense
T06540	bgh	Blastomyces gilchristii	Eukaryotes	Fungi	Ascomycetes	Eurotiomycetes	Blastomyces gilchristii
T01161	pno	Parastagonospora nodorum	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Parastagonospora nodorum
T01613	pte	Pyrenophora teres	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Pyrenophora teres
T10215	ptrr	Pyrenophora tritici-repentis	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Pyrenophora tritici-repentis
T03110	bze	Bipolaris zeicola	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Bipolaris zeicola
T03124	bsc	Bipolaris sorokiniana	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Bipolaris sorokiniana
T03125	bor	Bipolaris oryzae	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Bipolaris oryzae
T05291	aalt	Alternaria alternata	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Alternaria alternata
T10615	adac	Alternaria dauci	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Alternaria dauci
T09445	arab	Ascochyta rabiei	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Ascochyta rabiei
T02285	ztr	Zymoseptoria tritici	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Zymoseptoria tritici
T03109	pfj	Pseudocercospora fijiensis	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Pseudocercospora fijiensis
T08195	ffu	Fulvia fulva	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Fulvia fulva
T09388	cbet	Cercospora beticola	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Cercospora beticola
T03106	bcom	Baudoinia panamericana	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Baudoinia panamericana
T03126	npa	Neofusicoccum parvum	Eukaryotes	Fungi	Ascomycetes	Dothideomycetes	Neofusicoccum parvum
T01282	tml	Tuber melanosporum	Eukaryotes	Fungi	Ascomycetes	Pezizomycetes	Tuber melanosporum
T00076	spo	Schizosaccharomyces pombe (fission yeast)	Eukaryotes	Fungi	Ascomycetes	Schizosaccharomycetes	Schizosaccharomyces pombe
T09274	som	Schizosaccharomyces osmophilus (fission yeast)	Eukaryotes	Fungi	Ascomycetes	Schizosaccharomycetes	Schizosaccharomyces osmophilus
T00243	cne	Cryptococcus neoformans var. neoformans JEC21	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Cryptococcus neoformans
T01040	cnb	Cryptococcus neoformans var. neoformans B-3501A	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Cryptococcus neoformans
T08175	cng	Cryptococcus neoformans var. grubii H99	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Cryptococcus neoformans
T02232	cgi	Cryptococcus gattii	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Cryptococcus gattii
T09796	cdeu	Cryptococcus deuterogattii	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Cryptococcus deuterogattii
T10265	cdep	Cryptococcus depauperatus	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Cryptococcus depauperatus
T10313	kmg	Kwoniella mangroviensis	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Kwoniella mangroviensis
T10314	kne	Kwoniella newhampshirensis	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Kwoniella newhampshirensis
T03139	tms	Tremella mesenterica	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Tremella mesenterica
T06566	tasa	Trichosporon asahii var. asahii	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Trichosporon asahii
T09540	ccac	Cutaneotrichosporon cavernicola	Eukaryotes	Fungi	Basidiomycetes	Tremellomycetes	Cutaneotrichosporon cavernicola
T01162	ppl	Postia placenta	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Postia placenta
T04795	tvs	Trametes versicolor	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Trametes versicolor
T03133	dsq	Dichomitus squalens	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Dichomitus squalens
T03128	pco	Phanerochaete carnosa	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Phanerochaete carnosa
T03127	shs	Stereum hirsutum	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Stereum hirsutum
T03455	hir	Heterobasidion irregulare	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Heterobasidion irregulare
T03131	psq	Punctularia strigosozonata	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Punctularia strigosozonata
T03129	adl	Auricularia subglabra	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Auricularia subglabra
T03132	fme	Fomitiporia mediterranea	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Fomitiporia mediterranea
T03130	gtr	Gloeophyllum trabeum	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Gloeophyllum trabeum
T09256	rsx	Rhizoctonia solani	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Rhizoctonia solani
T01044	lbc	Laccaria bicolor	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Laccaria bicolor
T01275	cci	Coprinopsis cinerea (gray shag)	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Coprinopsis cinerea
T03136	abp	Agaricus bisporus var. burnettii JB137-S8	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Agaricus bisporus
T03140	abv	Agaricus bisporus var. bisporus H97	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Agaricus bisporus
T08288	pcub	Psilocybe cubensis (magic mushroom)	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Psilocybe cubensis
T01089	mpr	Moniliophthora perniciosa	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Moniliophthora perniciosa
T03137	mrr	Moniliophthora roreri	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Moniliophthora roreri
T08156	more	Marasmius oreades (fairy-ring mushroom)	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Marasmius oreades
T01331	scm	Schizophyllum commune	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Schizophyllum commune
T03134	cput	Coniophora puteana	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Coniophora puteana
T03135	sla	Serpula lacrymans	Eukaryotes	Fungi	Basidiomycetes	Agaricomycetes	Serpula lacrymans
T03142	wse	Wallemia mellicola	Eukaryotes	Fungi	Basidiomycetes	Wallemiomycetes	Wallemia mellicola
T03457	wic	Wallemia ichthyophaga	Eukaryotes	Fungi	Basidiomycetes	Wallemiomycetes	Wallemia ichthyophaga
T01021	uma	Mycosarcoma maydis	Eukaryotes	Fungi	Basidiomycetes	Ustilaginomycetes	Mycosarcoma maydis
T03141	pfp	Pseudozyma flocculosa	Eukaryotes	Fungi	Basidiomycetes	Ustilaginomycetes	Pseudozyma flocculosa
T09331	sgra	Sporisorium graminicola	Eukaryotes	Fungi	Basidiomycetes	Ustilaginomycetes	Sporisorium graminicola
T01043	mgl	Malassezia globosa	Eukaryotes	Fungi	Basidiomycetes	Malasseziomycetes	Malassezia globosa
T06113	mrt	Malassezia restricta	Eukaryotes	Fungi	Basidiomycetes	Malasseziomycetes	Malassezia restricta
T06541	msym	Malassezia sympodialis	Eukaryotes	Fungi	Basidiomycetes	Malasseziomycetes	Malassezia sympodialis
T02226	pgr	Puccinia graminis	Eukaryotes	Fungi	Basidiomycetes	Pucciniomycetes	Puccinia graminis
T09180	ptrc	Puccinia triticina (wheat leaf rust)	Eukaryotes	Fungi	Basidiomycetes	Pucciniomycetes	Puccinia triticina
T09520	pstr	Puccinia striiformis f. sp. tritici (wheat yellow rust fungus)	Eukaryotes	Fungi	Basidiomycetes	Pucciniomycetes	Puccinia striiformis
T03138	mlr	Melampsora larici-populina	Eukaryotes	Fungi	Basidiomycetes	Pucciniomycetes	Melampsora larici-populina
T00105	ecu	Encephalitozoon cuniculi	Eukaryotes	Fungi	Fungi incertae sedis	Microsporidia	Encephalitozoon cuniculi
T02238	ein	Encephalitozoon intestinalis	Eukaryotes	Fungi	Fungi incertae sedis	Microsporidia	Encephalitozoon intestinalis
T02287	ehe	Encephalitozoon hellem	Eukaryotes	Fungi	Fungi incertae sedis	Microsporidia	Encephalitozoon hellem
T03458	ero	Encephalitozoon romaleae	Eukaryotes	Fungi	Fungi incertae sedis	Microsporidia	Encephalitozoon romaleae
T01614	nce	Vairimorpha ceranae	Eukaryotes	Fungi	Fungi incertae sedis	Microsporidia	Vairimorpha ceranae
T10154	vnx	Vairimorpha necatrix	Eukaryotes	Fungi	Fungi incertae sedis	Microsporidia	Vairimorpha necatrix
T10295	rie	Rhizophagus irregularis	Eukaryotes	Fungi	Fungi incertae sedis	Mucoromycota	Rhizophagus irregularis
T01042	mbr	Monosiga brevicollis	Eukaryotes	Protists	other Opisthokonta	Choanoflagellates	Monosiga brevicollis
T04136	sre	Salpingoeca rosetta	Eukaryotes	Protists	other Opisthokonta	Choanoflagellates	Salpingoeca rosetta
T00245	ddi	Dictyostelium discoideum (cellular slime mold)	Eukaryotes	Protists	Amoebozoa	Dictyostelia	Dictyostelium discoideum
T02090	dpp	Dictyostelium purpureum (cellular slime mold)	Eukaryotes	Protists	Amoebozoa	Dictyostelia	Dictyostelium purpureum
T02668	dfa	Cavenderia fasciculata (cellular slime mold)	Eukaryotes	Protists	Amoebozoa	Dictyostelia	Cavenderia fasciculata
T00238	ehi	Entamoeba histolytica	Eukaryotes	Protists	Amoebozoa	Entamoeba	Entamoeba histolytica
T01083	edi	Entamoeba dispar	Eukaryotes	Protists	Amoebozoa	Entamoeba	Entamoeba dispar
T04133	eiv	Entamoeba invadens	Eukaryotes	Protists	Amoebozoa	Entamoeba	Entamoeba invadens
T02667	acan	Acanthamoeba castellanii	Eukaryotes	Protists	Amoebozoa	Acanthamoeba	Acanthamoeba castellanii
T00095	pfa	Plasmodium falciparum 3D7	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium falciparum
T01051	pfd	Plasmodium falciparum Dd2	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium falciparum
T01052	pfh	Plasmodium falciparum HB3	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium falciparum
T08079	prei	Plasmodium reichenowi	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium reichenowi
T08136	pgab	Plasmodium gaboni	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium gaboni
T10353	plag	Plasmodium sp. gorilla clade G2	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium sp.
T01035	pyo	Plasmodium yoelii	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium yoelii
T01108	pcb	Plasmodium chabaudi	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium chabaudi
T01111	pbe	Plasmodium berghei	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium berghei
T08061	pvv	Plasmodium vinckei vinckei	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium vinckei
T01094	pkn	Plasmodium knowlesi	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium knowlesi
T01073	pvx	Plasmodium vivax	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium vivax
T02490	pcy	Plasmodium cynomolgi	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium cynomolgi
T09444	pmal	Plasmodium malariae	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium malariae
T10352	pbrs	Plasmodium brasilianum	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium brasilianum
T09405	prel	Plasmodium relictum	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium relictum
T10133	pcot	Plasmodium coatneyi	Eukaryotes	Protists	Alveolates	Apicomplexans	Plasmodium coatneyi
T00253	tan	Theileria annulata	Eukaryotes	Protists	Alveolates	Apicomplexans	Theileria annulata
T00254	tpv	Theileria parva	Eukaryotes	Protists	Alveolates	Apicomplexans	Theileria parva
T03460	tot	Theileria orientalis	Eukaryotes	Protists	Alveolates	Apicomplexans	Theileria orientalis
T02820	beq	Theileria equi	Eukaryotes	Protists	Alveolates	Apicomplexans	Theileria equi
T01085	bbo	Babesia bovis	Eukaryotes	Protists	Alveolates	Apicomplexans	Babesia bovis
T05554	bmic	Babesia microti	Eukaryotes	Protists	Alveolates	Apicomplexans	Babesia microti
T08062	bbig	Babesia bigemina	Eukaryotes	Protists	Alveolates	Apicomplexans	Babesia bigemina
T10391	bdw	Babesia duncani	Eukaryotes	Protists	Alveolates	Apicomplexans	Babesia duncani
T00168	cpv	Cryptosporidium parvum	Eukaryotes	Protists	Alveolates	Apicomplexans	Cryptosporidium parvum
T00210	cho	Cryptosporidium hominis	Eukaryotes	Protists	Alveolates	Apicomplexans	Cryptosporidium hominis
T01093	tgo	Toxoplasma gondii	Eukaryotes	Protists	Alveolates	Apicomplexans	Toxoplasma gondii
T10139	bbes	Besnoitia besnoiti	Eukaryotes	Protists	Alveolates	Apicomplexans	Besnoitia besnoiti
