ID	code	name	Type	Domain	Order	Genus	Speices
T10679	mash	Massilia sp. H-1	Prokaryotes	Bacteria	Betaproteobacteria	Massilia	Massilia sp.
T05378	masz	Pseudoduganella armeniaca	Prokaryotes	Bacteria	Betaproteobacteria	Pseudoduganella	Pseudoduganella armeniaca
T05903	mali	Pseudoduganella albidiflava	Prokaryotes	Bacteria	Betaproteobacteria	Pseudoduganella	Pseudoduganella albidiflava
T06138	mum	Pseudoduganella umbonata	Prokaryotes	Bacteria	Betaproteobacteria	Pseudoduganella	Pseudoduganella umbonata
T06346	mfla	Pseudoduganella flava	Prokaryotes	Bacteria	Betaproteobacteria	Pseudoduganella	Pseudoduganella flava
T06563	mpli	Pseudoduganella plicata	Prokaryotes	Bacteria	Betaproteobacteria	Pseudoduganella	Pseudoduganella plicata
T08857	tct	Pseudoduganella chitinolytica	Prokaryotes	Bacteria	Betaproteobacteria	Pseudoduganella	Pseudoduganella chitinolytica
T10124	plue	Pseudoduganella lutea	Prokaryotes	Bacteria	Betaproteobacteria	Pseudoduganella	Pseudoduganella lutea
T06560	dug	Duganella dendranthematis	Prokaryotes	Bacteria	Betaproteobacteria	Duganella	Duganella dendranthematis
T09628	dzo	Duganella zoogloeoides	Prokaryotes	Bacteria	Betaproteobacteria	Duganella	Duganella zoogloeoides
T08884	tmj	Telluria mixta	Prokaryotes	Bacteria	Betaproteobacteria	Telluria	Telluria mixta
T08988	rug	Rugamonas sp. DEMB1	Prokaryotes	Bacteria	Betaproteobacteria	Rugamonas	Rugamonas sp.
T09755	ehb	Empedobacter haloabium	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Telluria group	Empedobacter haloabium
T04835	ofo	Oxalobacter formigenes	Prokaryotes	Bacteria	Betaproteobacteria	Oxalobacter	Oxalobacter formigenes
T08675	ovb	Oxalobacter vibrioformis	Prokaryotes	Bacteria	Betaproteobacteria	Oxalobacter	Oxalobacter vibrioformis
T08749	oal	Oxalobacter aliiformigenes	Prokaryotes	Bacteria	Betaproteobacteria	Oxalobacter	Oxalobacter aliiformigenes
T05754	upv	Undibacterium parvum	Prokaryotes	Bacteria	Betaproteobacteria	Undibacterium	Undibacterium parvum
T06644	upi	Undibacterium piscinae	Prokaryotes	Bacteria	Betaproteobacteria	Undibacterium	Undibacterium piscinae
T08678	und	Undibacterium sp. KW1	Prokaryotes	Bacteria	Betaproteobacteria	Undibacterium	Undibacterium sp.
T10101	uny	Undibacterium sp. YM2	Prokaryotes	Bacteria	Betaproteobacteria	Undibacterium	Undibacterium sp.
T10254	ucy	Undibacterium cyanobacteriorum	Prokaryotes	Bacteria	Betaproteobacteria	Undibacterium	Undibacterium cyanobacteriorum
T06116	nok	Noviherbaspirillum sp. UKPF54	Prokaryotes	Bacteria	Betaproteobacteria	Noviherbaspirillum	Noviherbaspirillum sp.
T07066	glc	Glaciimonas sp. PAMC28666	Prokaryotes	Bacteria	Betaproteobacteria	Glaciimonas	Glaciimonas sp.
T09612	actb	Actimicrobium sp. CCC2.4	Prokaryotes	Bacteria	Betaproteobacteria	Actimicrobium	Actimicrobium sp.
T05697	sutt	Sutterella megalosphaeroides	Prokaryotes	Bacteria	Betaproteobacteria	Sutterella	Sutterella megalosphaeroides
T06027	sutk	Sutterella faecalis	Prokaryotes	Bacteria	Betaproteobacteria	Sutterella	Sutterella faecalis
T07195	sws	Sutterella wadsworthensis	Prokaryotes	Bacteria	Betaproteobacteria	Sutterella	Sutterella wadsworthensis
T01227	tin	Thiomonas intermedia	Prokaryotes	Bacteria	Betaproteobacteria	Thiomonas	Thiomonas intermedia
T02347	thi	Thiomonas arsenitoxydans	Prokaryotes	Bacteria	Betaproteobacteria	Thiomonas	Thiomonas arsenitoxydans
T05429	aon	Aquabacterium olei	Prokaryotes	Bacteria	Betaproteobacteria	Aquabacterium	Aquabacterium olei
T06383	xyk	Xylophilus rhododendri	Prokaryotes	Bacteria	Betaproteobacteria	Xylophilus	Xylophilus rhododendri
T09600	xyg	Xylophilus sp. GOD-11R	Prokaryotes	Bacteria	Betaproteobacteria	Xylophilus	Xylophilus sp.
T07546	ttw	Tepidimonas taiwanensis	Prokaryotes	Bacteria	Betaproteobacteria	Tepidimonas	Tepidimonas taiwanensis
T09184	etb	Eleftheria terrae	Prokaryotes	Bacteria	Betaproteobacteria	Eleftheria	Eleftheria terrae
T03654	bbag	Burkholderiales bacterium GJ-E10	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Burkholderiales	Burkholderiales bacterium
T04607	bbay	Burkholderiales bacterium YL45	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Burkholderiales	Burkholderiales bacterium
T00130	neu	Nitrosomonas europaea	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosomonas	Nitrosomonas europaea
T00393	net	Nitrosomonas eutropha	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosomonas	Nitrosomonas eutropha
T01443	nit	Nitrosomonas sp. AL212	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosomonas	Nitrosomonas sp.
T01569	nii	Nitrosomonas sp. Is79A3	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosomonas	Nitrosomonas sp.
T03942	nco	Nitrosomonas communis	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosomonas	Nitrosomonas communis
T04188	nur	Nitrosomonas ureae	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosomonas	Nitrosomonas ureae
T06172	nst	Nitrosomonas stercoris	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosomonas	Nitrosomonas stercoris
T00302	nmu	Nitrosospira multiformis	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosospira	Nitrosospira multiformis
T04907	nlc	Nitrosospira lacus	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosospira	Nitrosospira lacus
T08467	niz	Nitrosospira sp. NRS527	Prokaryotes	Bacteria	Betaproteobacteria	Nitrosospira	Nitrosospira sp.
T03591	shd	Sulfuritalea hydrogenivorans	Prokaryotes	Bacteria	Betaproteobacteria	Sulfuritalea	Sulfuritalea hydrogenivorans
T04449	metr	Methyloversatilis sp. RAC08	Prokaryotes	Bacteria	Betaproteobacteria	Methyloversatilis	Methyloversatilis sp.
T06737	doe	Denitratisoma oestradiolicum	Prokaryotes	Bacteria	Betaproteobacteria	Denitratisoma	Denitratisoma oestradiolicum
T10559	deni	Denitratisoma sp. DHT3	Prokaryotes	Bacteria	Betaproteobacteria	Denitratisoma	Denitratisoma sp.
T03689	rbu	Rugosibacter aromaticivorans	Prokaryotes	Bacteria	Betaproteobacteria	Rugosibacter	Rugosibacter aromaticivorans
T09820	npv	Candidatus Nitricoxidivorans perseverans	Prokaryotes	Bacteria	Betaproteobacteria	Nitricoxidivorans	Candidatus Nitricoxidivorans
T00275	tbd	Thiobacillus denitrificans	Prokaryotes	Bacteria	Betaproteobacteria	Thiobacillus	Thiobacillus denitrificans
T10461	tsw	Thiobacillus sedimenti	Prokaryotes	Bacteria	Betaproteobacteria	Thiobacillus	Thiobacillus sedimenti
T00342	mfa	Methylobacillus flagellatus	Prokaryotes	Bacteria	Betaproteobacteria	Methylobacillus	Methylobacillus flagellatus
T00942	mmb	Methylotenera mobilis	Prokaryotes	Bacteria	Betaproteobacteria	Methylotenera	Methylotenera mobilis
T01247	meh	Methylotenera versatilis	Prokaryotes	Bacteria	Betaproteobacteria	Methylotenera	Methylotenera versatilis
T00943	mei	Methylovorus glucosotrophus	Prokaryotes	Bacteria	Betaproteobacteria	Methylovorus	Methylovorus glucosotrophus
T01361	mep	Methylovorus sp. MP688	Prokaryotes	Bacteria	Betaproteobacteria	Methylovorus	Methylovorus sp.
T03844	mbac	Candidatus Methylopumilus turicensis	Prokaryotes	Bacteria	Betaproteobacteria	Methylopumilus	Candidatus Methylopumilus
T03869	mbat	Candidatus Methylopumilus planktonicus	Prokaryotes	Bacteria	Betaproteobacteria	Methylopumilus	Candidatus Methylopumilus
T10495	mrk	Candidatus Methylopumilus rimovensis	Prokaryotes	Bacteria	Betaproteobacteria	Methylopumilus	Candidatus Methylopumilus
T10531	muv	Candidatus Methylopumilus universalis	Prokaryotes	Bacteria	Betaproteobacteria	Methylopumilus	Candidatus Methylopumilus
T04002	meu	Methylophilus sp. TWE2	Prokaryotes	Bacteria	Betaproteobacteria	Methylophilus	Methylophilus sp.
T10472	mmec	Methylophilus medardicus	Prokaryotes	Bacteria	Betaproteobacteria	Methylophilus	Methylophilus medardicus
T10702	medz	Methylophilus sp. DW102	Prokaryotes	Bacteria	Betaproteobacteria	Methylophilus	Methylophilus sp.
T07445	mpau	Methyloradius palustris	Prokaryotes	Bacteria	Betaproteobacteria	Methyloradius	Methyloradius palustris
T01196	slt	Sideroxydans lithotrophicus	Prokaryotes	Bacteria	Betaproteobacteria	Sideroxydans	Sideroxydans lithotrophicus
T09835	side	Sideroxydans sp. CL21	Prokaryotes	Bacteria	Betaproteobacteria	Sideroxydans	Sideroxydans sp.
T01295	gca	Gallionella capsiferriformans	Prokaryotes	Bacteria	Betaproteobacteria	Gallionella	Gallionella capsiferriformans
T05631	fam	Ferriphaselus amnicola	Prokaryotes	Bacteria	Betaproteobacteria	Ferriphaselus	Ferriphaselus amnicola
T06613	nim	Candidatus Nitrotoga sp. AM1P	Prokaryotes	Bacteria	Betaproteobacteria	Nitrotoga	Candidatus Nitrotoga
T08244	narc	Candidatus Nitrotoga arctica	Prokaryotes	Bacteria	Betaproteobacteria	Nitrotoga	Candidatus Nitrotoga
T07187	fku	Ferrigenium kumadai	Prokaryotes	Bacteria	Betaproteobacteria	Ferrigenium	Ferrigenium kumadai
T08108	seme	Sideroxyarcus emersonii	Prokaryotes	Bacteria	Betaproteobacteria	Sideroxyarcus	Sideroxyarcus emersonii
T02857	sdr	Sulfuricella denitrificans	Prokaryotes	Bacteria	Betaproteobacteria	Sulfuricella	Sulfuricella denitrificans
T04857	sulf	Sulfuriferula sp. AH1	Prokaryotes	Bacteria	Betaproteobacteria	Sulfuriferula	Sulfuriferula sp.
T06621	splb	Sulfuriferula plumbiphila	Prokaryotes	Bacteria	Betaproteobacteria	Sulfuriferula	Sulfuriferula plumbiphila
T06628	sniv	Sulfuriferula nivalis	Prokaryotes	Bacteria	Betaproteobacteria	Sulfuriferula	Sulfuriferula nivalis
T06796	slac	Sulfurimicrobium lacus skT11	Prokaryotes	Bacteria	Betaproteobacteria	Sulfurimicrobium	Sulfurimicrobium lacus
T06990	uru	Usitatibacter rugosus	Prokaryotes	Bacteria	Betaproteobacteria	Usitatibacter	Usitatibacter rugosus
T06995	upl	Usitatibacter palustris	Prokaryotes	Bacteria	Betaproteobacteria	Usitatibacter	Usitatibacter palustris
T01657	dsu	Azospira oryzae	Prokaryotes	Bacteria	Betaproteobacteria	Azospira	Azospira oryzae
T07061	ares	Azospira restricta	Prokaryotes	Bacteria	Betaproteobacteria	Azospira	Azospira restricta
T07865	aiq	Azospira inquinata	Prokaryotes	Bacteria	Betaproteobacteria	Azospira	Azospira inquinata
T06190	otr	Oryzomicrobium terrae	Prokaryotes	Bacteria	Betaproteobacteria	Oryzomicrobium	Oryzomicrobium terrae
T07082	niv	Niveibacterium microcysteis	Prokaryotes	Bacteria	Betaproteobacteria	Niveibacterium	Niveibacterium microcysteis
T00222	eba	Aromatoleum aromaticum	Prokaryotes	Bacteria	Betaproteobacteria	Aromatoleum	Aromatoleum aromaticum
T07149	abre	Aromatoleum bremense	Prokaryotes	Bacteria	Betaproteobacteria	Aromatoleum	Aromatoleum bremense
T07150	apet	Aromatoleum petrolei	Prokaryotes	Bacteria	Betaproteobacteria	Aromatoleum	Aromatoleum petrolei
T05394	rbh	Rhodocyclaceae bacterium Thauera-like	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Rhodocyclaceae	Rhodocyclaceae bacterium
T00259	dar	Dechloromonas aromatica	Prokaryotes	Bacteria	Betaproteobacteria	Dechloromonas	Dechloromonas aromatica
T05616	dey	Dechloromonas sp. HYN0024	Prokaryotes	Bacteria	Betaproteobacteria	Dechloromonas	Dechloromonas sp.
T08301	dden	Dechloromonas denitrificans	Prokaryotes	Bacteria	Betaproteobacteria	Dechloromonas	Dechloromonas denitrificans
T08942	dech	Dechloromonas sp. TW-R-39-2	Prokaryotes	Bacteria	Betaproteobacteria	Dechloromonas	Dechloromonas sp.
T07598	qau	Quatrionicoccus australiensis	Prokaryotes	Bacteria	Betaproteobacteria	Quatrionicoccus	Quatrionicoccus australiensis
T07599	fle	Ferribacterium limneticum	Prokaryotes	Bacteria	Betaproteobacteria	Ferribacterium	Ferribacterium limneticum
T10592	ahv	Azonexus hydrophilus	Prokaryotes	Bacteria	Betaproteobacteria	Azonexus	Azonexus hydrophilus
T00441	azo	Azoarcus olearius BH72	Prokaryotes	Bacteria	Betaproteobacteria	Azoarcus	Azoarcus olearius
T04423	aoa	Azoarcus olearius DQS-4	Prokaryotes	Bacteria	Betaproteobacteria	Azoarcus	Azoarcus olearius
T02502	aza	Azoarcus sp. KH32C	Prokaryotes	Bacteria	Betaproteobacteria	Azoarcus	Azoarcus sp.
T04019	azi	Azoarcus sp. CIB	Prokaryotes	Bacteria	Betaproteobacteria	Azoarcus	Azoarcus sp.
T05691	azd	Azoarcus sp. DN11	Prokaryotes	Bacteria	Betaproteobacteria	Azoarcus	Azoarcus sp.
T06048	azr	Azoarcus sp. DD4	Prokaryotes	Bacteria	Betaproteobacteria	Azoarcus	Azoarcus sp.
T00804	tmz	Thauera aminoaromatica	Prokaryotes	Bacteria	Betaproteobacteria	Thauera	Thauera aminoaromatica
T04211	thu	Thauera humireducens SgZ-1	Prokaryotes	Bacteria	Betaproteobacteria	Thauera	Thauera humireducens
T09509	thau	Thauera humireducens Piv1	Prokaryotes	Bacteria	Betaproteobacteria	Thauera	Thauera humireducens
T04612	tcl	Thauera chlorobenzoica	Prokaryotes	Bacteria	Betaproteobacteria	Thauera	Thauera chlorobenzoica
T05106	thk	Thauera sp. K11	Prokaryotes	Bacteria	Betaproteobacteria	Thauera	Thauera sp.
T05381	tak	Thauera aromatica	Prokaryotes	Bacteria	Betaproteobacteria	Thauera	Thauera aromatica
T09925	thag	Thauera sp. GDN1	Prokaryotes	Bacteria	Betaproteobacteria	Thauera	Thauera sp.
T06549	azq	Nitrogeniibacter mangrovi	Prokaryotes	Bacteria	Betaproteobacteria	Nitrogeniibacter	Nitrogeniibacter mangrovi
T05456	acom	Parazoarcus communis	Prokaryotes	Bacteria	Betaproteobacteria	Parazoarcus	Parazoarcus communis
T05265	atw	Pseudazoarcus pumilus	Prokaryotes	Bacteria	Betaproteobacteria	Pseudazoarcus	Pseudazoarcus pumilus
T05440	zpa	Zoogloeaceae bacteirum Par-f-2	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Zoogloeaceae	Zoogloeaceae bacteirum
T07031	fpho	Fluviibacter phosphoraccumulans	Prokaryotes	Bacteria	Betaproteobacteria	Fluviibacter	Fluviibacter phosphoraccumulans
T06614	fmy	Ferrovum myxofaciens	Prokaryotes	Bacteria	Betaproteobacteria	Ferrovum	Ferrovum myxofaciens
T00966	app	Candidatus Accumulibacter regalis	Prokaryotes	Bacteria	Betaproteobacteria	Accumulibacter	Candidatus Accumulibacter
T01563	tpn	Candidatus Tremblaya princeps PCIT	Prokaryotes	Bacteria	Betaproteobacteria	Tremblaya	Candidatus Tremblaya
T01858	tpq	Candidatus Tremblaya princeps PCVAL	Prokaryotes	Bacteria	Betaproteobacteria	Tremblaya	Candidatus Tremblaya
T02908	tpj	Candidatus Tremblaya phenacola	Prokaryotes	Bacteria	Betaproteobacteria	Tremblaya	Candidatus Tremblaya
T02413	kci	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T02464	kct	Candidatus Kinetoplastibacterium crithidii TCC036E	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T02427	kbl	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T02463	kbt	Candidatus Kinetoplastibacterium blastocrithidii TCC012E	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T02465	kde	Candidatus Kinetoplastibacterium desouzaii	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T02466	kga	Candidatus Kinetoplastibacterium galatii	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T02471	kon	Candidatus Kinetoplastibacterium oncopeltii	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T05428	kso	Candidatus Kinetoplastibacterium sorsogonicusi	Prokaryotes	Bacteria	Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium
T02777	ssdc	Candidatus Profftella armatura	Prokaryotes	Bacteria	Betaproteobacteria	Profftella	Candidatus Profftella
T02782	ndl	Candidatus Nasuia deltocephalinicola	Prokaryotes	Bacteria	Betaproteobacteria	Nasuia	Candidatus Nasuia
T05569	vfg	Candidatus Vidania fulgoroideae	Prokaryotes	Bacteria	Betaproteobacteria	Vidania	Candidatus Vidania
T07109	ddz	Candidatus Desulfobacillus denitrificans	Prokaryotes	Bacteria	Betaproteobacteria	Desulfobacillus	Candidatus Desulfobacillus
T02483	bprc	Beta proteobacterium CB	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Betaproteobacteria	Beta proteobacterium
T04342	beb	Betaproteobacteria bacterium UKL13-2	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Betaproteobacteria	Betaproteobacteria bacterium
T04726	beba	Betaproteobacteria bacterium GR16-43	Prokaryotes	Bacteria	Betaproteobacteria	unclassified Betaproteobacteria	Betaproteobacteria bacterium
T00018	rpr	Rickettsia prowazekii Madrid E	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T01788	rpo	Rickettsia prowazekii BuV67-CWPP	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T01789	rpw	Rickettsia prowazekii Chernikova	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T01790	rpz	Rickettsia prowazekii Dachau	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T01791	rpg	Rickettsia prowazekii GvV257	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T01792	rps	Rickettsia prowazekii Katsinyian	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T01793	rpv	Rickettsia prowazekii RpGvF24	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T01977	rpq	Rickettsia prowazekii Rp22	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T02543	rpl	Rickettsia prowazekii Breinl	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T02544	rpn	Rickettsia prowazekii NMRC Madrid E	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia prowazekii
T00193	rty	Rickettsia typhi Wilmington	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia typhi
T01802	rtt	Rickettsia typhi TH1527	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia typhi
T01810	rtb	Rickettsia typhi B9991CWPP	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia typhi
T00603	rcm	Rickettsia canadensis McKiel	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia canadensis
T01736	rcc	Rickettsia canadensis CA410	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia canadensis
T00339	rbe	Rickettsia bellii RML369-C	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia bellii
T00602	rbo	Rickettsia bellii OSU 85-389	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia bellii
T00061	rco	Rickettsia conorii	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia conorii
T01587	rhe	Rickettsia conorii subsp. heilongjiangensis	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia conorii
T00252	rfe	Rickettsia felis	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia felis
T00601	rak	Rickettsia akari	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia akari
T00604	rri	Rickettsia rickettsii Sheila Smith	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T00643	rrj	Rickettsia rickettsii Iowa	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T01721	rra	Rickettsia rickettsii Arizona	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T01722	rrc	Rickettsia rickettsii Colombia	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T01723	rrh	Rickettsia rickettsii Hauke	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T01737	rrb	Rickettsia rickettsii Brazil	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T01738	rrn	Rickettsia rickettsii Hino	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T01739	rrp	Rickettsia rickettsii Hlp#2	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T03662	rrm	Rickettsia rickettsii Morgan	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T03663	rrr	Rickettsia rickettsii R	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rickettsii
T00605	rms	Rickettsia massiliae MTU5	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia massiliae
T01758	rmi	Rickettsia massiliae AZT80	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia massiliae
T00907	rpk	Rickettsia peacockii	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia peacockii
T00979	raf	Rickettsia africae	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia africae
T01637	rja	Rickettsia japonica	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia japonica
T01671	rsv	Rickettsia slovaca 13-B	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia slovaca
T01801	rsw	Rickettsia slovaca D-CWPP	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia slovaca
T01759	rph	Rickettsia philipii	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia philipii
T01783	rau	Rickettsia australis	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia australis
T01784	rmo	Rickettsia montanensis	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia montanensis
T01785	rpp	Rickettsia parkeri	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia parkeri
T01786	rre	Rickettsia rhipicephali	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia rhipicephali
T01787	ram	Rickettsia amblyommatis GAT-30V	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia amblyommatis
T04237	rab	Rickettsia amblyommatis Ac37	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia amblyommatis
T03824	rmc	Rickettsia monacensis	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia monacensis
T06307	ras	Rickettsia asiatica	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia asiatica
T07505	rtl	Rickettsia tillamookensis	Prokaryotes	Bacteria	Alphaproteobacteria	Rickettsia	Rickettsia tillamookensis
